醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日
3501122133,開馨診所,西醫診所,(02)26532987,臺北市南港區南港路２段３８巷６之１號,臺北業務組,4,"復健－語言治療業務,門診診療",精神科,20260610,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,5／30-6／1日休診,63000,20200611
3501122142,松展診所,西醫診所,(02)27631373,臺北市南港區忠孝東路６段１１０巷１８號,臺北業務組,4,門診診療,兒科,20260712,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20200713
3501122179,昆陽耳鼻喉科診所,西醫診所,(02)26517785,臺北市南港區昆陽街８５號１樓,臺北業務組,4,,,20230109,,,63000,20210318
3501122188,荃威診所,西醫診所,(02)27888599,臺北市南港區忠孝東路５段９７６號（實際營業地址：１、２層）,臺北業務組,4,門診診療,家醫科,20270602,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20210603
3501122197,多田診所,西醫診所,(02)26546389,臺北市南港區忠孝東路６段６號２樓之１,臺北業務組,4,"門診診療,血液透析,腹膜透析業務",內科,20281023,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20221024
3501122286,向怡診所,西醫診所,(02)26535503,臺北市南港區成功路１段７０號２樓、７４號２樓,臺北業務組,4,"門診診療,血液透析,腹膜透析業務",內科,20280902,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20250903
3501122295,優點NK預防醫學診所,西醫診所,(02)27882355,臺北市南港區市民大道８段２０５號５樓,臺北業務組,4,門診診療,不分科,20281112,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20251113
3501150039,黃金喜婦產科診所,專科診所,(02)28118236,臺北市士林區延平北路５段２０１號,臺北業務組,4,門診診療,婦產科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150066,李文達婦產科診所,專科診所,(02)28321171-2,臺北市士林區文林路４５８號（實際使用：１樓）,臺北業務組,4,,,20240201,,,63000,19950301
3501150182,天母許內科家醫科診所,專科診所,(02)28729367,臺北市士林區天母北路４９號,臺北業務組,4,門診診療,"內科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150208,李世澤小兒科內科診所,專科診所,(09)28266651,臺北市士林區社子街６７號,臺北業務組,4,,,20240303,,,63000,19950301
3501150226,健原診所,專科診所,(02)28116409,臺北市士林區中正路６２７號１樓,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150388,邱世昌診所,專科診所,(02)28343565,臺北市士林區文林路７１８號,臺北業務組,4,,,20250107,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150413,柯耳鼻喉科診所,專科診所,(02)28828825,臺北市士林區大東路１４４號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150422,存德小兒科診所,專科診所,(02)28342567,臺北市士林區文林路４６０號,臺北業務組,4,門診診療,"家醫科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,晚上看診到9點30分，周六晚上休診,63000,19950301
3501150477,社子陳診所,專科診所,(2)28128426,臺北市士林區延平北路５段２８４號１樓,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150548,蘇家庭醫學科診所,專科診所,(02)28825236,臺北市士林區大北路２０號,臺北業務組,4,,,20250310,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150575,鄭醫師診所,專科診所,(02)28127412,臺北市士林區延平北路５段１２０號１、２樓,臺北業務組,4,門診診療,家醫科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150708,吳如壽診所,專科診所,(02)28740122,臺北市士林區中山北路６段３２２號（實際使用１樓）,臺北業務組,4,,,20241031,,,63000,19950301
3501150735,元順診所,一般診所（醫務室）,(02)28340633,臺北市士林區德行西路１０６號１樓,臺北業務組,4,門診診療,內科,20290108,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19970109
3501150744,惠周內兒科診所,專科診所,(02)28812962,臺北市士林區大北路９６號１樓,臺北業務組,4,門診診療,"內科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,112／12／31,63000,19950301
3501150806,何啟温診所,專科診所,(02)28373890,臺北市士林區德行東路６３號１樓,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150977,天母耳鼻喉科診所,專科診所,(02)28748874,臺北市士林區中山北路６段７４４號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501150995,廖正義診所,一般診所（醫務室）,(02)28857472,臺北市士林區通河街９０號,臺北業務組,4,,,20220124,,,63000,19950301
3501151018,林博通醫師診所,一般診所（醫務室）,(02)28851148,臺北市士林區通河街６０號,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19950301
3501151054,德泰耳鼻喉科診所,專科診所,(02)28851570,臺北市士林區通河街４２－１號,臺北業務組,4,門診診療,"家醫科,耳鼻喉科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151090,杏美皮膚科診所,專科診所,(02)28715431,臺北市士林區天母西路４０－１號２樓,臺北業務組,4,門診診療,皮膚科,20280229,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上休診、星期五晚上看診、星期六晚上休診、星期日晚上休診,國定假日全日休診,63000,19950301
3501151125,蘇惠珍皮膚科診所,專科診所,(02)28383090,臺北市士林區忠義街８３號,臺北業務組,4,門診診療,皮膚科,20280229,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,5／1起掛號費$200,63000,19950301
3501151161,蘇慧卿診所,一般診所（醫務室）,(02)28829955,臺北市士林區大南路２７４號,臺北業務組,4,門診診療,不分科,20280229,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151232,仁友皮膚科診所,專科診所,(02)28816131,臺北市士林區美德街２２－１號１樓,臺北業務組,4,,,20240630,,,63000,19950301
3501151269,粱耳鼻喉科診所,專科診所,(02)28168456,臺北市士林區社正路１２－１號,臺北業務組,4,門診診療,耳鼻喉科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,1／1上午開診、1／1下午休診、1／1晚上休診，國定假日只看早上（初一初二休診）,63000,19950301
3501151312,羅氏皮膚科診所,專科診所,(02)28743222,臺北市士林區中山北路７段１４巷２號２樓,臺北業務組,4,門診診療,皮膚科,20280229,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午休診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151358,林佳宏小兒科診所,專科診所,(02)28744591,臺北市士林區中山北路６段４６２號,臺北業務組,4,門診診療,"家醫科,兒科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151376,高醫師家庭醫學科診所,專科診所,(02)28744545,臺北市士林區中山北路７段１７號２樓,臺北業務組,4,,,20220630,,,63000,20030127
3501151394,榮庚皮膚專科診所,專科診所,(02)28342633,臺北市士林區中正路２１０之１號１樓,臺北業務組,4,門診診療,皮膚科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151401,柯佑民小兒科診所,專科診所,(02)28766955,臺北市士林區天母東路８巷１９弄５號１樓,臺北業務組,4,門診診療,兒科,20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151438,德福診所,一般診所（醫務室）,(02)28811982,臺北市士林區大東路７７號,臺北業務組,4,門診診療,"家醫科,內科",20280229,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151465,盧金成婦產科診所,專科診所,(02)28330535,臺北市士林區忠誠路１段１７９號２樓,臺北業務組,4,"門診診療,婦女人類乳突病毒檢測服務",婦產科,20280229,星期一上午看診、星期二上午看診、星期三上午休診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950301
3501151590,洪楷義耳鼻喉科診所,專科診所,(02)28731386,臺北市士林區忠誠路２段８８號１樓,臺北業務組,4,門診診療,耳鼻喉科,20280907,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19950908
3501151607,張松柏眼科診所,專科診所,(02)28357668,臺北市士林區忠誠路２段５８號２樓,臺北業務組,4,門診診療,眼科,20280919,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,6／10 休診,63000,19950920
3501151634,何英世婦產科診所,專科診所,(02)28317152,臺北市士林區文林路４８２號１樓,臺北業務組,4,門診診療,婦產科,20290131,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,週一至五（上午）9:30-11:45、週一至五（下午）15:00-17:30、週一至五（晚上）18:30-20:30,63000,19960201
3501151643,梁如蘭眼科診所,專科診所,(02)28338539,臺北市士林區中山北路６段２６６號１樓,臺北業務組,4,門診診療,眼科,20260206,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,早上:9:30-12:00  下午:16:00-18:00  晚上:19:00-21:00,63000,19960207
3501151652,吳俊昇眼科診所,專科診所,(02)28734987,臺北市士林區中山北路６段４３４號１樓,臺北業務組,4,門診診療,眼科,20260212,星期一上午休診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午休診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19960213
3501151661,家庭醫師張正弘診所,一般診所（醫務室）,(02)28747399,臺北市士林區天玉街３８巷９號,臺北業務組,4,門診診療,家醫科,20280410,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19960411
3501151670,祐聖眼科診所,專科診所,(02)28118583,臺北市士林區延平北路５段３１６號,臺北業務組,4,門診診療,眼科,20280522,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19960523
3501151689,楊是韻皮膚科診所,專科診所,(02)28335608,臺北市士林區中山北路６段２９８號１樓,臺北業務組,4,門診診療,皮膚科,20280709,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19960710
3501151698,王文豪診所,一般診所（醫務室）,(02)88665360,臺北市士林區美崙街６６號１樓,臺北業務組,4,門診診療,不分科,20280709,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本診所無提供急診,63000,19960710
3501151714,安寧診所,一般診所（醫務室）,(02)28815367,臺北市士林區劍潭路９１號,臺北業務組,4,,,20221001,,,63000,19960727
3501151750,芝山診所,專科診所,(02)28362780,臺北市士林區忠義街８２號１樓,臺北業務組,4,門診診療,家醫科,20280915,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19960916
3501151778,福林診所,專科診所,(02)28314146,臺北市士林區中山北路５段６８５號４樓,臺北業務組,4,"門診診療,血液透析",內科,20271216,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19961217
3501151830,得安耳鼻喉科診所,專科診所,(02)28382032,臺北市士林區忠誠路２段３號,臺北業務組,4,門診診療,耳鼻喉科,20280901,星期一上午看診、星期二上午休診、星期三上午看診、星期四上午休診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20000902
3501151849,忠誠聯合診所,一般診所（醫務室）,(02)88661176,臺北市士林區忠誠路２段５０巷３５號,臺北業務組,4,門診診療,不分科,20280911,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,12／25（週四）下午休診.,63000,19970912
3501151894,華齡診所,一般診所（醫務室）,(02)28825650,臺北市士林區華齡街７４號１樓,臺北業務組,4,門診診療,不分科,20280305,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19980306
3501151901,慈田耳鼻喉科診所,專科診所,(02)28123595,臺北市士林區延平北路５段１８５號１樓,臺北業務組,4,門診診療,"兒科,耳鼻喉科",20280426,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19980427
3501151938,何小兒科診所,專科診所,(02)28827401,臺北市士林區福港街１７６號,臺北業務組,4,門診診療,兒科,20280303,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19990304
3501151965,政吉內科診所,專科診所,(02)28720886,臺北市士林區士東路６７號,臺北業務組,4,,,20240731,,,63000,19990701
3501151974,蕭雨青小兒科診所,專科診所,(02)28126415,臺北市士林區延平北路５段２９２號１樓,臺北業務組,4,門診診療,兒科,20280706,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19990707
3501151983,葉耳鼻喉科診所,專科診所,(02)28167318,臺北市士林區延平北路５段２１８號,臺北業務組,4,門診診療,耳鼻喉科,20280706,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19990707
3501152006,陳彥銘耳鼻喉科診所,專科診所,(02)28381770,臺北市士林區士東路１２號－１，１樓,臺北業務組,4,門診診療,耳鼻喉科,20280930,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19991001
